datum,lat,lon,nadmorska_vyska_m,teplota_max_C,srazky_mm,vitr_max_kmh,slunce_MJm2,riziko_pozaru
2022-01-20,48.6,12.1,477.0,2.8,2.5,29.2,2.32,0
2022-01-20,49.6,18.6,991.0,-2.0,2.2,24.9,2.85,0
2022-01-20,50.1,12.1,585.0,0.4,3.0,27.1,2.51,0
2022-01-20,50.1,13.6,373.0,2.0,4.3,27.0,4.9,0
2022-01-20,48.6,16.6,214.0,6.2,1.2,32.0,4.6,0
2022-01-20,50.6,18.6,248.0,2.6,2.3,33.3,3.94,0
2022-01-20,50.1,14.1,417.0,2.3,6.1,30.7,4.49,0
2022-01-20,50.1,14.6,238.0,2.7,5.0,32.8,3.8,0
2022-01-20,48.6,16.1,244.0,5.8,2.1,33.8,4.86,0
2022-01-20,50.1,15.1,209.0,3.2,3.2,31.5,3.98,0
2022-01-20,48.6,15.6,471.0,4.3,2.9,30.5,4.51,0
2022-01-20,50.1,15.6,253.0,2.8,4.8,32.2,4.36,0
2022-01-20,50.6,16.6,790.0,-1.4,2.6,30.5,4.76,0
2022-01-20,50.1,16.1,258.0,2.3,8.3,32.9,4.25,0
2022-01-20,48.6,15.1,580.0,1.8,2.3,30.7,3.69,0
2022-01-20,50.1,16.6,650.0,-0.3,7.6,26.2,3.83,0
2022-01-20,48.6,14.6,930.0,-1.0,4.0,27.7,3.4,0
2022-01-20,50.1,17.6,478.0,2.3,1.1,28.9,4.27,0
2022-01-20,50.1,18.6,239.0,3.4,1.8,35.9,3.66,0
2022-01-20,48.6,14.1,862.0,-1.3,8.4,28.1,2.32,0
2022-01-20,50.6,12.1,357.0,2.0,5.8,27.2,3.09,0
2022-01-20,50.6,12.6,533.0,0.9,12.4,29.4,3.27,0
2022-01-20,48.6,13.6,382.0,2.3,8.1,27.0,1.91,0
2022-01-20,50.6,13.1,602.0,-0.5,9.1,35.9,4.15,0
2022-01-20,48.6,13.1,316.0,3.2,2.8,30.8,2.42,0
2022-01-20,50.6,15.6,442.0,0.0,5.9,30.1,4.7,0
2022-01-20,50.6,17.1,275.0,2.5,1.8,36.6,4.2,0
2022-01-20,50.6,13.6,340.0,2.4,5.7,25.9,4.64,0
2022-01-20,49.6,18.1,291.0,3.2,2.3,29.0,2.86,0
2022-01-20,49.6,17.6,547.0,1.6,2.5,30.5,3.97,0
2022-01-20,49.1,14.6,466.0,2.8,3.0,30.3,3.23,0
2022-01-20,49.1,15.6,513.0,2.0,1.6,34.7,3.89,0
2022-01-20,49.1,16.1,379.0,3.5,0.9,32.3,5.08,0
2022-01-20,49.1,14.1,459.0,2.7,3.6,30.6,3.54,0
2022-01-20,50.6,18.1,185.0,3.1,3.0,37.4,4.05,0
2022-01-20,49.1,16.6,221.0,5.1,0.6,32.7,5.02,0
2022-01-20,49.1,13.6,876.0,-1.1,7.2,27.0,2.27,0
2022-01-20,49.1,17.1,369.0,4.2,0.7,35.0,4.04,0
2022-01-20,49.1,13.1,1093.0,-3.4,10.5,20.7,1.31,0
2022-01-20,49.1,17.6,256.0,4.6,2.5,28.9,3.42,0
2022-01-20,49.1,18.1,609.0,1.6,5.6,22.3,2.57,0
2022-01-20,49.1,12.6,571.0,0.7,5.1,24.3,1.54,0
2022-01-20,49.6,12.1,434.0,1.2,2.2,25.1,2.4,0
2022-01-20,49.1,12.1,368.0,1.8,2.1,25.7,2.18,0
2022-01-20,50.6,17.6,188.0,3.2,1.8,36.9,4.24,0
2022-01-20,49.6,12.6,503.0,0.3,4.1,26.2,3.09,0
2022-01-20,49.6,14.1,520.0,2.0,3.1,33.4,3.46,0
2022-01-20,48.6,18.6,979.0,-0.8,3.0,23.3,3.18,0
2022-01-20,49.6,14.6,537.0,1.1,3.0,32.0,3.72,0
2022-01-20,49.6,15.1,550.0,1.8,1.5,29.8,3.73,0
2022-01-20,48.6,18.1,233.0,4.4,2.0,22.4,4.14,0
2022-01-20,49.6,15.6,420.0,1.9,4.4,32.1,3.19,0
2022-01-20,49.6,16.1,789.0,-1.1,5.4,33.6,3.97,0
2022-01-20,48.6,17.6,287.0,4.9,1.3,25.2,3.86,0
2022-01-20,49.6,16.6,557.0,2.2,2.6,32.1,4.42,0
2022-01-20,48.6,17.1,206.0,6.6,2.3,28.2,3.64,0
2022-01-20,50.6,14.1,492.0,1.1,3.1,27.1,4.91,0
2022-01-20,49.1,15.1,532.0,2.0,4.5,35.3,3.28,0
2022-01-20,50.6,15.1,303.0,1.9,5.8,29.3,4.45,0
2022-01-20,48.6,12.6,481.0,2.5,2.6,30.1,2.92,0
2022-01-20,50.6,14.6,277.0,2.2,4.3,34.2,4.74,0
2022-02-09,50.1,12.1,585.0,6.7,0.0,22.4,3.34,0
2022-02-09,50.6,14.6,277.0,7.8,0.2,17.4,3.29,0
2022-02-09,49.6,15.6,420.0,6.8,0.2,22.8,4.04,0
2022-02-09,48.6,18.1,233.0,8.9,0.1,18.2,5.23,0
2022-02-09,50.1,15.1,209.0,8.9,0.1,23.7,3.61,0
2022-02-09,50.6,13.1,602.0,3.9,0.2,23.3,3.83,0
2022-02-09,49.6,15.1,550.0,6.9,0.1,19.8,4.15,0
2022-02-09,49.6,14.6,537.0,6.4,0.0,22.0,4.13,0
2022-02-09,48.6,18.6,979.0,3.5,0.8,17.1,4.17,0
2022-02-09,48.6,15.6,471.0,11.1,0.0,24.3,9.09,0
2022-02-09,49.6,14.1,520.0,7.3,0.8,25.1,5.0,0
2022-02-09,50.6,18.6,248.0,8.8,1.1,25.4,3.02,0
2022-02-09,49.6,12.6,503.0,6.1,0.0,23.4,4.32,0
2022-02-09,50.6,15.1,303.0,7.0,0.2,18.0,2.51,0
2022-02-09,49.6,16.1,789.0,3.2,0.4,23.8,5.48,0
2022-02-09,48.6,16.1,244.0,12.1,0.1,24.3,8.5,0
2022-02-09,50.1,18.6,239.0,9.6,0.6,24.2,3.49,0
2022-02-09,48.6,16.6,214.0,11.1,0.0,25.9,7.83,0
2022-02-09,50.1,14.1,417.0,7.7,0.0,25.5,4.11,0
2022-02-09,50.1,13.6,373.0,7.7,0.0,25.9,4.72,0
2022-02-09,50.6,12.6,533.0,6.6,0.1,25.7,2.79,0
2022-02-09,49.1,15.1,532.0,8.1,0.4,17.0,6.96,0
2022-02-09,49.6,18.6,991.0,3.4,1.4,16.8,5.38,0
2022-02-09,50.6,17.6,188.0,9.1,0.8,24.7,4.57,0
2022-02-09,50.6,17.1,275.0,8.1,0.8,25.6,5.36,0
2022-02-09,48.6,17.1,206.0,10.4,0.1,18.4,6.1,0
2022-02-09,50.1,14.6,238.0,8.4,0.2,23.4,3.85,0
2022-02-09,48.6,13.6,382.0,9.2,0.0,15.5,7.34,0
2022-02-09,49.6,17.6,547.0,6.6,0.1,24.2,5.19,0
2022-02-09,49.6,16.6,557.0,7.6,0.5,16.0,4.98,0
2022-02-09,48.6,17.6,287.0,9.6,0.2,20.8,5.3,0
2022-02-09,49.6,18.1,291.0,7.7,1.1,19.2,3.14,0
2022-02-09,49.1,12.1,368.0,10.2,0.0,14.5,4.82,0
2022-02-09,48.6,12.6,481.0,9.4,0.0,13.3,8.71,0
2022-02-09,48.6,15.1,580.0,9.1,0.0,21.6,9.51,0
2022-02-09,48.6,14.6,930.0,5.4,0.0,19.6,9.52,0
2022-02-09,50.6,18.1,185.0,8.9,1.6,23.9,3.59,0
2022-02-09,50.1,16.6,650.0,3.2,1.4,18.2,2.83,0
2022-02-09,49.1,16.6,221.0,10.7,0.0,18.1,5.95,0
2022-02-09,50.1,15.6,253.0,8.1,0.1,21.0,3.18,0
2022-02-09,50.1,16.1,258.0,7.2,0.3,19.1,2.46,0
2022-02-09,50.6,13.6,340.0,7.8,0.1,17.5,3.83,0
2022-02-09,49.1,13.6,876.0,4.2,0.0,24.8,8.1,0
2022-02-09,49.1,17.1,369.0,8.9,0.0,21.6,4.77,0
2022-02-09,49.1,16.1,379.0,9.2,0.0,21.3,7.66,0
2022-02-09,48.6,13.1,316.0,10.1,0.0,14.7,7.91,0
2022-02-09,49.1,14.1,459.0,9.1,0.0,16.3,8.45,0
2022-02-09,50.6,14.1,492.0,6.7,0.0,17.6,3.17,0
2022-02-09,49.1,17.6,256.0,8.6,0.2,14.5,4.58,0
2022-02-09,48.6,12.1,477.0,9.8,0.0,12.3,9.05,0
2022-02-09,49.1,14.6,466.0,9.2,0.0,16.0,7.82,0
2022-02-09,50.1,17.6,478.0,7.6,0.6,19.1,4.63,0
2022-02-09,49.1,18.1,609.0,5.3,1.1,17.3,2.9,0
2022-02-09,50.6,16.6,790.0,3.3,0.2,24.4,4.45,0
2022-02-09,49.1,15.6,513.0,7.5,0.1,23.3,7.59,0
2022-02-09,49.1,12.6,571.0,8.7,0.0,15.5,5.16,0
2022-02-09,50.6,12.1,357.0,7.8,0.0,24.0,3.47,0
2022-02-09,49.6,12.1,434.0,8.4,0.1,19.5,3.87,0
2022-02-09,50.6,15.6,442.0,4.2,2.3,20.0,2.3,0
2022-02-09,49.1,13.1,1093.0,2.5,0.3,15.4,4.99,0
2022-02-09,48.6,14.1,862.0,4.9,0.0,22.1,8.6,0
2022-03-01,50.1,15.6,253.0,5.6,0.0,11.2,12.69,0
2022-03-01,50.1,17.6,478.0,3.0,0.0,11.1,13.09,0
2022-03-01,50.1,14.1,417.0,4.2,0.0,11.2,12.92,0
2022-03-01,50.6,14.6,277.0,4.4,0.0,9.2,12.7,0
2022-03-01,50.1,16.1,258.0,5.6,0.0,10.4,12.93,0
2022-03-01,50.1,16.6,650.0,3.8,0.0,11.1,13.35,0
2022-03-01,50.1,14.6,238.0,4.4,0.0,11.2,12.86,0
2022-03-01,48.6,16.1,244.0,5.0,0.0,11.3,13.46,0
2022-03-01,48.6,15.1,580.0,3.5,0.0,7.7,14.11,0
2022-03-01,50.1,15.1,209.0,5.0,0.0,8.7,12.73,0
2022-03-01,48.6,12.6,481.0,5.8,0.0,15.5,13.76,0
2022-03-01,48.6,15.6,471.0,5.0,0.0,9.0,13.62,0
2022-03-01,50.6,16.6,790.0,1.5,0.0,11.0,12.92,0
2022-03-01,48.6,14.6,930.0,3.0,0.0,10.9,14.13,0
2022-03-01,50.1,13.6,373.0,4.1,0.0,8.9,13.07,0
2022-03-01,48.6,17.6,287.0,6.8,0.0,15.9,13.37,0
2022-03-01,48.6,16.6,214.0,5.4,0.0,13.9,13.44,0
2022-03-01,49.1,12.6,571.0,6.2,0.0,9.7,13.67,0
2022-03-01,49.1,18.1,609.0,4.9,0.0,13.4,13.36,0
2022-03-01,49.1,17.6,256.0,6.2,0.0,16.0,13.42,0
2022-03-01,49.1,13.1,1093.0,3.1,0.0,9.3,13.96,0
2022-03-01,49.1,17.1,369.0,5.2,0.0,16.4,13.33,0
2022-03-01,49.1,13.6,876.0,2.5,0.0,11.9,13.94,0
2022-03-01,50.6,17.6,188.0,4.9,0.0,11.0,12.46,0
2022-03-01,49.1,16.6,221.0,6.6,0.0,11.7,13.37,0
2022-03-01,49.1,14.1,459.0,4.1,0.0,7.9,13.45,0
2022-03-01,49.1,16.1,379.0,6.1,0.0,10.3,13.43,0
2022-03-01,49.1,15.6,513.0,5.0,0.0,9.8,13.61,0
2022-03-01,48.6,12.1,477.0,6.2,0.0,14.3,13.83,0
2022-03-01,49.1,14.6,466.0,4.6,0.0,10.5,13.47,0
2022-03-01,49.1,15.1,532.0,5.2,0.0,11.6,13.56,0
2022-03-01,50.6,18.1,185.0,4.7,0.0,10.5,12.59,0
2022-03-01,50.6,18.6,248.0,4.3,0.0,11.3,12.61,0
2022-03-01,49.6,12.1,434.0,6.2,0.0,13.9,13.51,0
2022-03-01,49.6,12.6,503.0,4.2,0.0,13.7,13.48,0
2022-03-01,50.1,12.1,585.0,4.9,0.0,12.6,13.46,0
2022-03-01,49.6,18.6,991.0,-0.2,0.0,13.9,13.5,0
2022-03-01,49.6,18.1,291.0,4.1,0.0,20.2,13.27,0
2022-03-01,50.6,17.1,275.0,4.4,0.0,10.2,12.59,0
2022-03-01,49.6,17.6,547.0,2.9,0.0,22.8,13.33,0
2022-03-01,49.6,16.6,557.0,4.9,0.0,11.3,13.42,0
2022-03-01,49.1,12.1,368.0,5.9,0.0,12.7,13.56,0
2022-03-01,49.6,16.1,789.0,2.8,0.0,12.8,13.67,0
2022-03-01,50.6,15.1,303.0,4.8,0.0,9.4,12.81,0
2022-03-01,48.6,18.1,233.0,6.9,0.0,17.1,13.06,0
2022-03-01,49.6,15.1,550.0,5.4,0.0,8.9,13.26,0
2022-03-01,49.6,14.6,537.0,4.5,0.0,10.0,13.17,0
2022-03-01,48.6,18.6,979.0,2.6,0.0,11.2,13.14,0
2022-03-01,49.6,14.1,520.0,4.6,0.0,8.1,13.2,0
2022-03-01,49.6,15.6,420.0,5.5,0.0,10.8,13.4,0
2022-03-01,50.1,18.6,239.0,4.5,0.0,13.9,12.79,0
2022-03-01,48.6,17.1,206.0,6.4,0.0,11.5,13.49,0
2022-03-01,50.6,13.1,602.0,1.9,0.0,24.0,13.33,0
2022-03-01,50.6,13.6,340.0,3.4,0.0,5.9,12.89,0
2022-03-01,50.6,15.6,442.0,3.8,0.0,11.8,12.82,0
2022-03-01,48.6,13.1,316.0,6.7,0.0,13.2,13.6,0
2022-03-01,48.6,14.1,862.0,3.4,0.0,11.7,13.93,0
2022-03-01,50.6,14.1,492.0,2.3,0.0,9.2,12.82,0
2022-03-01,48.6,13.6,382.0,6.8,0.0,13.3,13.56,0
2022-03-01,50.6,12.1,357.0,6.0,0.0,13.0,13.1,0
2022-03-01,50.6,12.6,533.0,5.3,0.0,17.6,13.18,0
2022-03-21,50.1,12.1,585.0,10.0,0.0,12.3,17.97,0
2022-03-21,50.1,16.1,258.0,10.9,0.0,20.0,17.5,0
2022-03-21,50.6,13.6,340.0,11.3,0.0,12.9,17.63,0
2022-03-21,49.1,14.1,459.0,11.4,0.0,17.4,18.19,0
2022-03-21,49.1,13.1,1093.0,9.1,0.0,11.4,18.24,0
2022-03-21,50.1,14.1,417.0,12.0,0.0,15.5,17.67,0
2022-03-21,48.6,18.1,233.0,10.7,0.0,8.5,17.93,0
2022-03-21,50.6,14.6,277.0,11.1,0.0,20.2,17.41,0
2022-03-21,49.1,17.1,369.0,10.4,0.0,13.2,17.8,0
2022-03-21,50.1,16.6,650.0,7.6,0.0,17.6,18.0,0
2022-03-21,48.6,18.6,979.0,6.4,0.0,10.7,18.38,0
2022-03-21,49.1,14.6,466.0,10.6,0.0,22.4,18.21,0
2022-03-21,49.1,16.6,221.0,11.2,0.0,15.5,17.87,0
2022-03-21,49.1,15.6,513.0,8.1,0.0,20.7,18.27,0
2022-03-21,50.6,15.1,303.0,10.6,0.0,18.4,17.61,0
2022-03-21,49.6,15.1,550.0,9.6,0.0,22.3,18.13,0
2022-03-21,48.6,17.6,287.0,10.6,0.0,11.9,17.94,0
2022-03-21,49.1,16.1,379.0,9.2,0.0,18.1,18.01,0
2022-03-21,50.6,16.6,790.0,7.0,0.0,13.9,17.55,0
2022-03-21,50.6,13.1,602.0,7.6,0.0,30.4,18.01,0
2022-03-21,48.6,12.1,477.0,12.7,0.0,13.2,18.12,0
2022-03-21,50.6,14.1,492.0,9.9,0.0,17.1,17.52,0
2022-03-21,48.6,12.6,481.0,12.9,0.0,16.9,18.02,0
2022-03-21,50.1,15.6,253.0,11.4,0.0,16.6,17.42,0
2022-03-21,49.6,14.6,537.0,9.5,0.0,22.6,18.18,0
2022-03-21,50.6,12.1,357.0,11.1,0.0,17.8,17.73,0
2022-03-21,48.6,15.1,580.0,8.8,0.0,18.4,18.83,0
2022-03-21,49.6,18.6,991.0,7.2,0.0,10.5,18.17,0
2022-03-21,50.1,14.6,238.0,12.6,0.0,16.5,17.59,0
2022-03-21,49.1,18.1,609.0,8.9,0.0,9.4,17.96,0
2022-03-21,48.6,15.6,471.0,9.9,0.0,21.6,18.3,0
2022-03-21,49.6,18.1,291.0,10.8,0.0,13.0,17.68,0
2022-03-21,49.1,12.6,571.0,12.1,0.0,8.0,17.93,0
2022-03-21,50.6,17.6,188.0,11.4,0.0,14.3,17.01,0
2022-03-21,49.6,16.1,789.0,6.2,0.0,23.2,18.28,0
2022-03-21,49.1,15.1,532.0,9.4,0.0,26.2,18.32,0
2022-03-21,48.6,16.1,244.0,10.9,0.0,24.2,18.12,0
2022-03-21,50.6,17.1,275.0,11.1,0.0,14.0,17.16,0
2022-03-21,49.1,17.6,256.0,11.1,0.0,10.4,17.98,0
2022-03-21,48.6,13.6,382.0,13.4,0.0,19.5,17.96,0
2022-03-21,50.1,17.6,478.0,9.6,0.0,12.9,17.66,0
2022-03-21,49.6,12.6,503.0,9.6,0.0,13.4,17.87,0
2022-03-21,50.6,18.6,248.0,11.8,0.0,17.2,16.97,0
2022-03-21,48.6,17.1,206.0,11.2,0.0,12.7,17.98,0
2022-03-21,49.6,12.1,434.0,11.8,0.0,14.8,17.91,0
2022-03-21,49.1,13.6,876.0,9.9,0.0,13.8,18.44,0
2022-03-21,50.6,12.6,533.0,9.8,0.0,28.4,17.86,0
2022-03-21,50.1,18.6,239.0,11.1,0.0,18.1,17.27,0
2022-03-21,50.6,18.1,185.0,11.7,0.0,15.0,17.05,0
2022-03-21,49.6,16.6,557.0,9.3,0.0,16.0,17.97,0
2022-03-21,49.6,17.6,547.0,8.7,0.0,14.6,17.73,0
2022-03-21,50.6,15.6,442.0,8.4,0.0,15.9,17.81,0
2022-03-21,49.6,14.1,520.0,11.2,0.0,16.3,17.99,0
2022-03-21,50.1,13.6,373.0,11.1,0.0,15.6,17.72,0
2022-03-21,50.1,15.1,209.0,12.2,0.0,20.8,17.54,0
2022-03-21,48.6,13.1,316.0,13.7,0.0,16.7,17.85,0
2022-03-21,49.6,15.6,420.0,8.7,0.0,25.2,18.1,0
2022-03-21,48.6,14.6,930.0,9.2,0.0,23.1,18.81,0
2022-03-21,48.6,14.1,862.0,10.0,0.0,17.0,18.61,0
2022-03-21,48.6,16.6,214.0,10.6,0.0,20.9,18.02,0
2022-03-21,49.1,12.1,368.0,12.1,0.0,9.4,17.88,0
2022-04-10,50.1,15.6,253.0,7.9,0.4,19.4,18.29,0
2022-04-10,48.6,13.1,316.0,8.1,0.6,24.1,19.27,0
2022-04-10,50.6,17.1,275.0,7.7,1.2,20.8,16.22,0
2022-04-10,49.6,16.1,789.0,3.4,2.0,25.5,17.7,0
2022-04-10,49.1,16.6,221.0,9.9,0.2,20.2,18.69,0
2022-04-10,50.6,16.6,790.0,4.1,0.2,16.9,14.49,0
2022-04-10,49.1,17.6,256.0,8.5,0.6,19.1,16.92,0
2022-04-10,50.1,14.6,238.0,8.1,0.9,21.6,18.55,0
2022-04-10,48.6,15.6,471.0,7.3,1.1,23.9,18.63,0
2022-04-10,48.6,17.1,206.0,10.1,0.7,20.7,18.27,0
2022-04-10,50.6,13.6,340.0,6.8,0.6,20.0,15.32,0
2022-04-10,48.6,18.1,233.0,8.4,0.5,17.9,19.74,0
2022-04-10,49.6,15.6,420.0,6.2,0.7,21.2,15.16,0
2022-04-10,48.6,13.6,382.0,7.7,0.6,22.6,18.41,0
2022-04-10,48.6,17.6,287.0,9.1,2.3,21.1,19.32,0
2022-04-10,50.6,15.6,442.0,4.6,2.4,20.9,12.72,0
2022-04-10,48.6,12.1,477.0,6.7,0.7,20.9,17.07,0
2022-04-10,50.6,12.1,357.0,6.3,0.3,20.3,16.6,0
2022-04-10,50.6,18.1,185.0,8.1,0.5,23.3,16.6,0
2022-04-10,48.6,12.6,481.0,7.5,1.2,21.9,18.29,0
2022-04-10,49.1,16.1,379.0,7.6,1.0,21.9,18.06,0
2022-04-10,49.6,16.6,557.0,6.0,0.7,21.8,19.03,0
2022-04-10,50.1,13.6,373.0,6.2,1.0,21.1,17.72,0
2022-04-10,48.6,14.6,930.0,3.2,0.7,21.5,17.87,0
2022-04-10,48.6,14.1,862.0,3.7,1.1,22.7,18.33,0
2022-04-10,50.6,18.6,248.0,7.8,0.4,22.3,15.72,0
2022-04-10,49.6,12.6,503.0,5.4,0.8,21.5,17.48,0
2022-04-10,50.1,17.6,478.0,6.8,0.4,13.8,18.32,0
2022-04-10,50.6,12.6,533.0,5.4,1.7,21.0,12.81,0
2022-04-10,49.6,17.6,547.0,6.0,0.2,19.3,18.73,0
2022-04-10,50.6,17.6,188.0,8.2,1.3,22.4,16.38,0
2022-04-10,50.6,14.6,277.0,7.2,1.4,19.9,14.41,0
2022-04-10,49.1,15.1,532.0,5.8,0.7,22.2,17.51,0
2022-04-10,49.1,12.1,368.0,7.1,0.4,20.5,18.99,0
2022-04-10,50.1,18.6,239.0,7.9,2.4,17.9,16.4,0
2022-04-10,49.1,13.6,876.0,3.7,1.0,22.2,18.22,0
2022-04-10,49.6,12.1,434.0,6.1,1.5,20.0,16.96,0
2022-04-10,48.6,16.6,214.0,9.7,1.8,24.5,18.22,0
2022-04-10,49.6,15.1,550.0,5.9,1.3,19.7,18.12,0
2022-04-10,49.1,18.1,609.0,5.8,1.9,19.1,18.67,0
2022-04-10,49.6,14.1,520.0,6.3,0.5,20.7,18.82,0
2022-04-10,50.1,12.1,585.0,4.4,1.1,20.4,16.41,0
2022-04-10,50.6,15.1,303.0,6.2,1.1,20.3,11.25,0
2022-04-10,49.6,18.1,291.0,7.6,0.9,14.5,14.62,0
2022-04-10,49.6,14.6,537.0,5.3,1.1,20.9,18.47,0
2022-04-10,50.6,13.1,602.0,2.4,2.2,24.7,12.3,0
2022-04-10,49.1,14.1,459.0,6.8,0.7,23.3,19.53,0
2022-04-10,48.6,15.1,580.0,5.8,1.2,22.1,16.98,0
2022-04-10,49.1,15.6,513.0,6.3,0.6,22.6,17.1,0
2022-04-10,48.6,16.1,244.0,9.1,0.8,26.1,18.49,0
2022-04-10,49.1,13.1,1093.0,2.0,1.1,19.0,16.82,0
2022-04-10,49.6,18.6,991.0,2.4,1.0,13.8,17.35,0
2022-04-10,50.1,16.1,258.0,7.2,3.0,19.9,16.04,0
2022-04-10,50.1,14.1,417.0,7.2,0.7,22.2,18.45,0
2022-04-10,49.1,12.6,571.0,6.2,1.0,19.7,18.27,0
2022-04-10,49.1,14.6,466.0,6.4,1.2,22.5,19.03,0
2022-04-10,49.1,17.1,369.0,8.6,0.5,19.1,17.54,0
2022-04-10,50.1,16.6,650.0,4.3,1.4,20.8,14.28,0
2022-04-10,48.6,18.6,979.0,3.3,0.9,18.5,19.28,0
2022-04-10,50.6,14.1,492.0,6.3,0.3,20.4,17.55,0
2022-04-10,50.1,15.1,209.0,8.5,1.0,22.5,18.85,0
2022-04-30,48.6,12.1,477.0,15.7,2.2,10.6,13.13,0
2022-04-30,50.6,18.6,248.0,16.9,0.0,11.7,24.32,0
2022-04-30,49.6,18.1,291.0,16.2,0.0,14.3,22.76,0
2022-04-30,49.6,17.6,547.0,15.6,0.0,16.5,22.34,0
2022-04-30,48.6,16.6,214.0,19.5,0.0,12.8,24.52,0
2022-04-30,50.6,14.6,277.0,16.6,0.0,11.4,19.83,0
2022-04-30,50.6,12.6,533.0,14.9,0.8,12.3,18.96,0
2022-04-30,50.1,13.6,373.0,16.5,0.1,13.6,20.07,0
2022-04-30,50.6,18.1,185.0,17.0,0.0,11.2,24.05,0
2022-04-30,50.1,12.1,585.0,15.2,0.6,10.9,16.72,0
2022-04-30,48.6,16.1,244.0,19.6,0.0,13.7,24.17,0
2022-04-30,50.1,14.1,417.0,16.7,0.0,11.0,19.36,0
2022-04-30,49.1,17.1,369.0,18.5,0.0,12.8,22.14,0
2022-04-30,48.6,13.6,382.0,18.8,0.0,12.9,18.18,0
2022-04-30,49.1,16.6,221.0,19.4,0.0,12.4,22.68,0
2022-04-30,50.6,13.6,340.0,16.7,0.0,12.3,21.71,0
2022-04-30,48.6,17.1,206.0,20.2,0.0,16.8,23.06,0
2022-04-30,50.6,17.1,275.0,16.0,0.0,10.5,23.12,0
2022-04-30,49.6,18.6,991.0,13.3,0.2,11.5,21.34,0
2022-04-30,50.1,14.6,238.0,17.5,0.0,12.6,18.83,0
2022-04-30,50.6,15.6,442.0,14.3,0.0,12.5,20.96,0
2022-04-30,49.1,16.1,379.0,17.4,0.0,10.9,23.58,0
2022-04-30,48.6,14.1,862.0,14.5,0.0,13.5,20.55,0
2022-04-30,50.1,16.6,650.0,14.6,0.0,14.2,23.14,0
2022-04-30,49.6,12.6,503.0,14.9,0.2,13.0,17.82,0
2022-04-30,50.6,16.6,790.0,12.2,0.0,13.1,23.08,0
2022-04-30,50.1,15.6,253.0,16.9,0.0,12.1,21.17,0
2022-04-30,48.6,14.6,930.0,14.4,0.0,15.3,21.96,0
2022-04-30,49.6,15.1,550.0,16.1,0.0,14.8,21.06,0
2022-04-30,49.1,18.1,609.0,15.3,0.0,11.0,19.87,0
2022-04-30,48.6,18.1,233.0,18.4,0.0,11.5,21.19,0
2022-04-30,49.6,14.6,537.0,16.0,0.0,12.9,20.37,0
2022-04-30,48.6,15.1,580.0,15.9,0.0,12.7,22.8,0
2022-04-30,49.1,15.6,513.0,16.1,0.0,11.7,23.49,0
2022-04-30,50.6,13.1,602.0,14.4,0.0,14.8,21.23,0
2022-04-30,50.1,16.1,258.0,16.8,0.0,11.5,22.24,0
2022-04-30,50.6,15.1,303.0,15.7,0.0,10.2,20.48,0
2022-04-30,49.1,12.6,571.0,15.9,0.2,9.0,16.21,0
2022-04-30,49.1,14.6,466.0,16.8,0.0,14.9,22.74,0
2022-04-30,48.6,12.6,481.0,17.6,1.2,14.0,16.79,0
2022-04-30,49.6,14.1,520.0,16.4,0.0,11.8,19.77,0
2022-04-30,50.6,12.1,357.0,15.4,0.3,12.0,21.18,0
2022-04-30,48.6,18.6,979.0,13.7,0.0,9.4,20.08,0
2022-04-30,49.1,13.6,876.0,13.2,0.0,12.4,20.09,0
2022-04-30,48.6,17.6,287.0,18.8,0.0,13.7,20.79,0
2022-04-30,48.6,15.6,471.0,18.1,0.0,11.2,23.63,0
2022-04-30,48.6,13.1,316.0,18.5,0.0,18.4,17.61,0
2022-04-30,50.1,18.6,239.0,16.9,0.0,14.6,23.66,0
2022-04-30,49.1,14.1,459.0,16.8,0.0,10.9,21.5,0
2022-04-30,49.6,16.6,557.0,16.6,0.0,9.9,19.75,0
2022-04-30,49.6,16.1,789.0,13.8,0.0,12.6,21.6,0
2022-04-30,49.1,13.1,1093.0,12.6,0.0,8.4,14.6,0
2022-04-30,49.1,17.6,256.0,18.4,0.0,11.6,21.05,0
2022-04-30,49.1,12.1,368.0,16.0,0.0,9.0,13.81,0
2022-04-30,50.6,14.1,492.0,15.3,0.0,9.7,21.74,0
2022-04-30,49.1,15.1,532.0,15.9,0.0,14.8,22.93,0
2022-04-30,50.6,17.6,188.0,16.9,0.0,11.2,23.55,0
2022-04-30,50.1,17.6,478.0,15.0,0.0,9.0,23.13,0
2022-04-30,49.6,15.6,420.0,15.9,0.0,14.7,21.5,0
2022-04-30,50.1,15.1,209.0,17.9,0.0,11.0,20.05,0
2022-04-30,49.6,12.1,434.0,16.2,0.1,10.8,14.94,0
2022-05-11,50.1,15.1,209.0,28.4,0.0,21.3,24.53,1
2022-05-11,49.1,16.6,221.0,29.4,0.0,22.0,23.52,1
2022-05-11,50.1,14.6,238.0,28.4,0.0,21.6,25.15,1
2022-05-20,49.1,12.1,368.0,28.1,0.0,16.3,23.32,1
2022-05-20,50.6,14.6,277.0,26.9,0.1,23.3,21.72,0
2022-05-20,49.6,12.1,434.0,28.2,0.0,18.9,23.53,1
2022-05-20,49.6,14.1,520.0,27.7,1.0,20.3,24.58,0
2022-05-20,50.6,18.1,185.0,26.9,0.0,18.9,22.83,0
2022-05-20,49.1,18.1,609.0,22.9,0.0,11.6,24.9,0
2022-05-20,49.6,12.6,503.0,26.6,0.1,21.4,23.44,0
