datum,lat,lon,nadmorska_vyska_m,teplota_max_C,srazky_mm,vitr_max_kmh,slunce_MJm2,riziko_pozaru
2023-08-05,49.6,12.6,503.0,17.9,0.8,14.8,10.39,0
2023-08-05,49.1,16.6,221.0,21.1,15.0,19.2,5.77,0
2023-08-05,49.1,13.6,876.0,13.8,18.9,15.2,5.03,0
2023-08-06,49.1,14.1,459.0,17.6,13.3,23.2,11.71,0
2023-08-06,50.6,14.1,492.0,17.3,10.2,10.6,10.02,0
2023-08-06,48.6,14.6,930.0,13.6,11.6,25.8,13.12,0
2023-08-06,50.1,16.6,650.0,13.2,42.3,26.6,3.96,0
2023-08-06,48.6,12.1,477.0,18.2,7.3,30.4,15.94,0
2023-08-06,49.6,18.1,291.0,16.6,27.1,17.1,4.26,0
2023-08-06,49.6,14.1,520.0,17.8,12.8,25.6,9.75,0
2023-08-06,48.6,18.6,979.0,14.9,18.7,19.7,6.49,0
2023-08-06,50.6,12.1,357.0,18.0,20.9,16.5,12.32,0
2023-08-07,50.6,13.6,340.0,17.2,5.8,25.2,12.38,0
2023-08-07,48.6,12.6,481.0,16.4,12.6,28.7,7.98,0
2023-08-07,49.6,15.1,550.0,15.9,8.4,28.1,10.84,0
2023-08-07,49.1,12.1,368.0,15.1,9.5,28.9,7.7,0
2023-08-08,50.1,17.6,478.0,17.9,0.3,21.6,20.29,0
2023-08-08,48.6,13.1,316.0,21.0,2.9,20.3,19.34,0
2023-08-08,49.6,15.6,420.0,18.4,0.4,23.2,20.7,0
2023-08-08,49.6,16.6,557.0,18.9,1.1,18.7,17.96,0
2023-08-08,49.6,14.6,537.0,17.9,0.1,24.3,20.74,0
2023-08-08,48.6,16.1,244.0,21.6,0.0,21.6,18.69,0
2023-08-08,50.1,15.6,253.0,20.0,0.1,20.2,20.33,0
2023-08-08,50.6,15.1,303.0,19.5,0.5,22.3,16.35,0
2023-08-09,49.1,14.6,466.0,17.5,20.4,19.9,10.71,0
2023-08-09,50.1,16.1,258.0,18.6,12.6,13.2,11.47,0
2023-08-09,50.6,12.6,533.0,17.6,12.8,26.8,18.15,0
2023-08-09,49.6,12.1,434.0,19.0,13.1,18.2,13.68,0
2023-08-10,50.6,14.6,277.0,21.0,0.0,9.0,20.27,0
2023-08-10,50.6,13.1,602.0,17.8,0.0,12.6,18.4,0
2023-08-10,48.6,13.6,382.0,20.4,2.0,6.1,20.07,0
2023-08-10,50.6,18.1,185.0,20.5,0.1,8.4,21.65,0
2023-08-11,49.1,17.6,256.0,23.2,0.0,12.2,20.82,0
2023-08-11,49.1,15.1,532.0,23.7,0.0,9.5,24.69,0
2023-08-12,50.1,14.6,238.0,29.9,0.0,17.1,23.97,1
2023-08-12,50.1,18.6,239.0,26.5,0.0,14.2,23.88,0
2023-08-12,49.1,15.6,513.0,25.2,0.0,16.6,24.83,0
2023-08-12,50.1,13.6,373.0,28.5,0.0,12.4,23.49,0
2023-08-12,50.1,15.1,209.0,29.8,0.0,17.3,23.73,1
2023-08-12,48.6,17.1,206.0,27.2,0.0,11.8,24.22,0
2023-08-13,48.6,16.6,214.0,28.4,0.0,17.4,23.0,1
2023-08-13,50.1,15.1,209.0,28.6,0.7,12.9,20.14,0
2023-08-13,49.6,18.1,291.0,28.1,0.0,15.5,23.31,1
2023-08-13,48.6,16.1,244.0,29.5,0.0,15.6,22.48,1
2023-08-13,49.1,14.6,466.0,29.5,0.0,18.0,21.7,1
2023-08-14,48.6,17.6,287.0,28.5,0.0,18.1,23.83,1
2023-08-14,49.1,16.6,221.0,29.2,0.0,20.8,23.57,1
2023-08-14,48.6,16.6,214.0,28.9,0.0,28.2,23.94,1
2023-08-14,48.6,16.1,244.0,30.1,0.0,28.4,23.78,1
2023-08-14,48.6,18.1,233.0,27.5,0.0,14.3,23.61,0
2023-08-14,48.6,15.1,580.0,28.5,0.0,16.0,23.31,1
2023-08-14,50.6,17.1,275.0,30.0,0.9,10.0,21.47,0
2023-08-14,49.1,17.6,256.0,29.0,0.0,17.7,24.0,1
2023-08-14,48.6,15.6,471.0,29.6,0.0,20.8,23.61,1
2023-08-14,49.6,18.1,291.0,29.1,0.0,20.5,23.79,1
2023-08-14,49.1,17.1,369.0,28.3,0.0,21.4,23.68,1
2023-08-14,48.6,17.1,206.0,29.6,0.0,17.9,23.84,1
2023-08-14,49.1,16.1,379.0,28.8,0.0,22.4,23.48,1
2023-08-15,50.6,14.6,277.0,31.0,0.0,16.3,23.15,1
2023-08-15,49.6,14.6,537.0,28.9,0.0,19.3,23.97,1
2023-08-15,50.1,15.6,253.0,30.7,0.0,15.3,23.31,1
2023-08-15,50.6,18.1,185.0,31.0,0.0,16.2,23.51,1
2023-08-15,48.6,17.1,206.0,30.6,0.0,18.1,23.74,1
2023-08-15,50.6,18.6,248.0,30.5,0.0,14.6,23.43,0
2023-08-15,50.1,15.1,209.0,31.5,0.0,17.6,23.43,1
2023-08-15,48.6,17.6,287.0,29.5,0.0,18.7,23.68,1
2023-08-15,49.6,15.1,550.0,29.5,0.0,15.9,23.99,1
2023-08-15,49.6,16.6,557.0,28.5,0.0,17.7,24.03,1
2023-08-15,49.6,15.6,420.0,28.5,0.0,21.4,24.0,1
2023-08-15,49.1,17.1,369.0,29.4,0.0,20.3,23.79,1
2023-08-15,49.1,16.6,221.0,30.1,0.0,20.7,23.8,1
2023-08-15,49.6,18.1,291.0,30.0,0.0,15.5,24.04,1
2023-08-15,48.6,16.6,214.0,29.6,0.0,25.5,23.9,1
2023-08-15,50.6,17.6,188.0,31.5,0.0,17.6,23.37,1
2023-08-15,50.1,16.1,258.0,30.2,0.0,19.5,23.48,1
2023-08-15,48.6,16.1,244.0,30.9,0.0,26.1,24.0,1
2023-08-15,50.1,17.6,478.0,29.0,0.0,19.7,24.13,1
2023-08-15,49.1,16.1,379.0,29.2,0.0,19.7,23.98,1
2023-08-15,49.1,15.1,532.0,29.1,0.0,18.8,24.09,1
2023-08-15,48.6,15.6,471.0,30.1,0.0,19.7,24.15,1
2023-08-15,49.1,17.6,256.0,30.0,0.0,15.5,24.04,1
2023-08-16,49.1,16.1,379.0,28.5,1.9,16.4,21.4,0
2023-08-16,49.1,17.1,369.0,28.0,1.6,10.4,19.61,0
2023-08-16,50.6,17.6,188.0,31.0,0.4,16.3,19.97,0
2023-08-16,50.1,14.6,238.0,29.4,14.3,12.9,20.64,0
2023-08-17,50.6,14.6,277.0,28.1,0.0,16.4,21.79,1
2023-08-19,48.6,15.6,471.0,29.4,0.0,6.4,22.22,0
2023-08-20,50.1,14.1,417.0,29.8,0.0,11.4,19.36,0
2023-08-20,50.1,18.6,239.0,30.5,0.0,15.7,21.28,1
2023-08-21,49.6,18.1,291.0,30.8,0.0,17.4,20.24,1
2023-08-21,48.6,17.6,287.0,32.7,0.0,8.3,20.97,0
2023-08-22,50.6,12.1,357.0,28.3,0.0,16.3,20.26,1
2023-08-23,49.1,13.1,1093.0,23.1,0.1,10.0,21.94,0
2023-08-23,49.6,18.6,991.0,20.0,12.3,14.8,15.85,0
2023-08-23,50.6,16.6,790.0,22.9,0.0,13.7,18.29,0
2023-08-24,48.6,14.1,862.0,26.9,0.0,10.0,22.0,0
2023-08-24,49.1,12.6,571.0,29.0,0.0,7.5,21.66,0
2023-08-24,50.1,14.6,238.0,30.6,0.0,16.0,21.1,1
2023-08-24,50.1,12.1,585.0,26.8,0.0,9.2,20.44,0
2023-08-24,50.6,15.6,442.0,25.0,0.0,8.9,21.66,0
2023-08-25,49.1,18.1,609.0,28.2,7.8,15.3,19.99,0
2023-08-25,49.6,17.6,547.0,28.1,14.0,16.4,18.94,0
2023-08-25,49.6,16.1,789.0,26.6,1.7,13.9,19.61,0
2023-08-25,49.6,12.6,503.0,26.8,0.0,21.9,16.25,0
2023-08-25,48.6,17.1,206.0,33.4,0.0,15.8,20.29,1
2023-08-25,49.1,13.6,876.0,28.0,0.2,26.2,19.92,0
2023-08-26,49.6,14.1,520.0,26.5,18.0,13.6,15.44,0
2023-08-26,48.6,15.1,580.0,25.8,6.7,17.4,16.47,0
2023-08-26,50.1,16.6,650.0,24.4,1.8,12.2,18.24,0
2023-08-26,48.6,18.6,979.0,24.7,4.3,13.4,20.0,0
2023-08-26,49.1,14.1,459.0,26.2,15.7,16.4,16.33,0
2023-08-26,50.6,14.1,492.0,25.8,3.1,14.8,17.02,0
2023-08-26,48.6,12.1,477.0,25.5,24.4,20.1,13.83,0
2023-08-26,48.6,14.6,930.0,24.7,21.9,16.5,16.57,0
2023-08-27,48.6,12.6,481.0,19.8,12.7,11.2,6.16,0
2023-08-27,49.1,16.6,221.0,26.5,10.1,14.4,13.14,0
2023-08-27,50.6,12.1,357.0,18.5,2.1,10.5,6.25,0
2023-08-27,50.6,13.6,340.0,20.9,6.5,9.8,7.68,0
2023-08-27,49.1,12.1,368.0,18.8,14.0,9.8,5.03,0
2023-08-28,49.6,15.1,550.0,15.9,13.8,17.5,4.98,0
2023-08-28,50.6,15.1,303.0,16.8,13.5,18.8,5.05,0
2023-08-28,48.6,16.6,214.0,23.0,1.5,20.0,12.72,0
2023-08-28,48.6,13.1,316.0,17.2,29.2,14.7,4.88,0
2023-08-29,50.1,15.6,253.0,16.6,8.6,18.5,5.38,0
2023-08-29,50.6,12.6,533.0,13.9,11.0,14.9,4.85,0
2023-08-29,49.6,15.6,420.0,15.1,7.4,15.0,6.11,0
2023-08-29,50.1,17.6,478.0,18.5,6.7,22.6,8.38,0
2023-08-29,49.6,16.6,557.0,19.8,3.4,13.0,8.0,0
2023-08-29,49.6,14.6,537.0,13.2,6.8,19.0,5.02,0
2023-08-29,49.6,12.1,434.0,15.6,11.2,15.2,4.72,0
2023-08-30,48.6,13.6,382.0,17.8,2.1,10.1,13.09,0
2023-08-30,50.6,13.1,602.0,15.9,2.3,13.5,12.52,0
2023-08-30,49.6,18.1,291.0,16.8,8.7,13.9,7.33,0
2023-08-30,50.1,16.1,258.0,16.2,3.4,12.5,4.58,0
2023-08-30,49.1,14.6,466.0,16.4,1.9,15.6,12.7,0
2023-08-31,50.6,18.1,185.0,20.5,2.6,16.9,16.05,0
2023-08-31,48.6,16.1,244.0,22.5,0.3,26.5,20.14,0
2023-09-01,49.1,15.6,513.0,20.1,1.6,17.4,12.82,0
2023-09-01,49.1,15.1,532.0,19.5,0.9,19.2,11.82,0
2023-09-01,50.6,14.6,277.0,19.6,1.8,14.9,13.0,0
2023-09-01,50.1,13.6,373.0,19.0,1.2,17.3,10.38,0
2023-09-02,49.1,17.6,256.0,23.1,3.5,13.3,18.04,0
2023-09-02,50.1,18.6,239.0,21.6,1.0,17.2,16.35,0
2023-09-03,50.6,17.1,275.0,20.6,0.8,15.6,14.72,0
2023-09-03,48.6,18.1,233.0,21.8,1.6,16.6,16.39,0
2023-09-03,50.1,15.1,209.0,22.4,0.9,17.9,14.52,0
2023-09-04,50.6,18.6,248.0,20.9,0.1,15.3,15.56,0
2023-09-04,48.6,17.1,206.0,22.0,0.0,20.9,17.71,0
2023-09-05,50.6,17.6,188.0,23.5,0.0,10.9,19.44,0
2023-09-05,49.1,16.1,379.0,22.6,0.0,9.2,20.54,0
2023-09-05,49.1,17.1,369.0,23.0,0.0,14.6,20.34,0
2023-09-06,50.1,14.6,238.0,25.2,0.0,12.8,19.83,0
2023-09-07,48.6,13.6,382.0,28.3,0.0,17.7,20.44,1
2023-09-08,48.6,15.6,471.0,26.1,0.0,19.7,20.23,0
2023-09-09,50.1,14.1,417.0,27.8,0.0,11.1,19.54,0
2023-09-10,48.6,17.6,287.0,27.6,0.0,10.8,19.43,0
2023-09-12,49.6,18.6,991.0,23.0,0.3,7.3,16.26,0
2023-09-12,50.6,16.6,790.0,24.8,0.0,7.4,16.59,0
2023-09-12,49.1,13.1,1093.0,23.2,0.0,5.9,18.23,0
2023-09-13,48.6,14.1,862.0,20.8,2.3,17.4,14.68,0
2023-09-13,50.1,12.1,585.0,20.4,1.9,15.2,12.99,0
2023-09-13,49.1,12.6,571.0,22.3,0.2,11.8,12.06,0
2023-09-13,50.6,15.6,442.0,23.8,3.5,19.1,16.13,0
2023-09-14,49.6,17.6,547.0,18.9,3.8,18.3,13.26,0
2023-09-14,49.6,12.6,503.0,19.3,0.0,15.1,13.39,0
2023-09-14,49.6,16.1,789.0,17.6,1.2,18.6,13.76,0
2023-09-14,49.1,13.6,876.0,17.8,3.2,11.7,9.61,0
2023-09-14,49.1,18.1,609.0,19.6,2.4,18.8,13.15,0
2023-09-15,50.1,16.6,650.0,19.7,0.0,11.2,13.91,0
2023-09-15,48.6,18.6,979.0,18.1,0.4,10.7,15.11,0
2023-09-15,49.1,14.1,459.0,20.5,0.0,13.2,15.45,0
2023-09-15,50.6,14.1,492.0,20.4,0.0,13.8,13.54,0
2023-09-15,48.6,14.6,930.0,18.6,0.0,17.0,16.99,0
2023-09-15,48.6,12.1,477.0,22.6,0.0,15.1,18.41,0
2023-09-15,49.6,14.1,520.0,21.2,0.0,11.7,14.09,0
2023-09-15,48.6,15.1,580.0,19.4,0.0,14.7,16.39,0
2023-09-16,49.1,16.6,221.0,25.0,0.0,21.4,16.73,0
2023-09-16,50.6,12.1,357.0,24.2,0.0,10.7,17.8,0
2023-09-16,50.6,13.6,340.0,24.5,0.0,10.3,17.68,0
2023-09-16,49.1,12.1,368.0,24.5,0.0,7.6,17.96,0
2023-09-16,48.6,12.6,481.0,24.2,0.0,11.5,17.83,0
2023-09-17,50.6,15.1,303.0,24.9,0.0,9.5,17.07,0
2023-09-17,49.6,15.1,550.0,24.9,0.0,13.0,17.5,0
2023-09-17,48.6,16.6,214.0,26.1,0.0,17.1,17.31,0
2023-09-17,48.6,13.1,316.0,26.5,0.0,10.2,16.98,0
2023-09-18,49.6,12.1,434.0,24.6,3.3,14.6,12.07,0
2023-09-18,49.6,16.6,557.0,24.2,0.0,29.6,14.7,0
2023-09-18,50.1,15.6,253.0,27.5,6.1,17.4,16.11,0
2023-09-18,50.1,17.6,478.0,24.5,0.0,29.7,15.27,0
2023-09-18,49.6,15.6,420.0,25.5,1.3,26.1,16.83,0
2023-09-18,50.6,12.6,533.0,25.2,2.4,20.0,12.33,0
2023-09-18,49.6,14.6,537.0,24.6,8.5,20.0,16.35,0
2023-09-19,49.1,14.6,466.0,20.8,0.3,16.8,12.95,0
2023-09-19,50.1,16.1,258.0,21.0,3.6,18.3,12.32,0
2023-09-19,49.6,18.1,291.0,21.0,7.1,15.5,7.19,0
2023-09-19,50.6,13.1,602.0,17.5,0.1,23.4,14.26,0
2023-09-20,50.6,18.1,185.0,23.1,0.0,15.5,16.15,0
2023-09-20,48.6,13.6,382.0,23.5,0.0,8.9,16.95,0
2023-09-20,48.6,16.1,244.0,26.0,0.0,18.9,15.26,0
2023-09-21,50.1,13.6,373.0,23.8,0.0,12.8,15.69,0
2023-09-21,49.1,15.1,532.0,23.3,0.0,19.4,13.78,0
2023-09-21,50.6,14.6,277.0,23.4,0.0,19.6,13.46,0
2023-09-21,49.1,15.6,513.0,23.4,0.0,22.7,12.17,0
2023-09-22,49.1,17.6,256.0,23.9,1.2,27.8,12.33,0
2023-09-22,50.1,18.6,239.0,23.6,2.1,25.6,10.41,0
2023-09-23,50.1,15.1,209.0,18.8,0.0,15.2,11.11,0
2023-09-23,50.6,17.1,275.0,18.6,2.3,12.7,8.07,0
2023-09-23,48.6,18.1,233.0,20.0,3.6,17.1,5.17,0
2023-09-24,50.6,18.6,248.0,17.0,0.0,17.3,7.87,0
2023-09-24,48.6,17.1,206.0,16.0,4.1,20.5,4.11,0
2023-09-25,50.6,17.6,188.0,19.8,0.2,13.2,7.32,0
2023-09-25,49.1,16.1,379.0,21.7,0.0,12.6,12.25,0
2023-09-25,49.1,17.1,369.0,22.6,0.0,21.6,13.06,0
2023-09-26,50.1,14.6,238.0,25.9,0.0,12.6,13.17,0
2023-09-28,48.6,15.6,471.0,24.5,0.0,12.1,15.03,0
2023-09-29,50.1,14.1,417.0,25.8,0.0,14.0,14.16,0
2023-09-30,48.6,17.6,287.0,21.2,1.2,17.9,9.06,0
2023-10-02,50.6,16.6,790.0,19.2,0.0,12.9,13.44,0
2023-10-02,49.6,18.6,991.0,17.5,0.2,9.2,11.83,0
2023-10-02,49.1,13.1,1093.0,20.1,0.0,9.5,14.87,0
2023-10-03,50.6,15.6,442.0,23.1,1.8,28.9,13.17,0
2023-10-03,48.6,14.1,862.0,21.6,0.3,22.5,14.57,0
2023-10-03,49.1,12.6,571.0,24.4,1.3,24.1,13.84,0
2023-10-03,50.1,12.1,585.0,22.7,4.4,27.2,10.85,0
2023-10-04,49.6,12.6,503.0,15.3,0.0,21.4,11.96,0
2023-10-04,49.6,16.1,789.0,14.5,0.0,29.5,11.21,0
2023-10-04,49.1,13.6,876.0,14.6,0.0,23.8,12.71,0
2023-10-04,49.1,18.1,609.0,14.9,0.1,21.0,13.61,0
2023-10-04,49.6,17.6,547.0,16.1,0.1,25.1,13.61,0
2023-10-05,49.6,14.1,520.0,16.5,0.0,17.9,10.55,0
2023-10-05,48.6,14.6,930.0,14.6,0.0,15.9,12.3,0
2023-10-05,48.6,15.1,580.0,17.5,0.0,14.8,12.32,0
2023-10-05,50.1,16.6,650.0,13.9,0.0,23.2,10.47,0
2023-10-05,49.1,14.1,459.0,18.1,0.0,13.8,12.2,0
2023-10-05,48.6,18.6,979.0,13.7,0.0,14.6,13.95,0
2023-10-05,48.6,12.1,477.0,17.1,0.0,12.0,11.15,0
2023-10-05,50.6,14.1,492.0,15.9,0.1,17.7,7.5,0
2023-10-06,49.1,16.6,221.0,19.4,0.0,10.9,12.68,0
2023-10-06,50.6,13.6,340.0,18.2,0.0,15.1,12.52,0
2023-10-06,49.1,12.1,368.0,17.0,0.0,8.9,11.88,0
2023-10-06,48.6,12.6,481.0,17.9,0.0,7.8,13.6,0
2023-10-06,50.6,12.1,357.0,16.0,0.0,16.7,12.01,0
2023-10-07,48.6,16.6,214.0,23.9,0.0,23.4,12.5,0
2023-10-07,49.6,15.1,550.0,17.9,0.0,25.0,8.52,0
2023-10-07,48.6,13.1,316.0,19.6,0.0,14.9,11.8,0
2023-10-07,50.6,15.1,303.0,18.5,0.1,18.7,6.03,0
2023-10-08,50.6,12.6,533.0,15.7,10.9,20.3,3.53,0
2023-10-08,50.1,17.6,478.0,16.9,3.1,26.8,11.0,0
2023-10-08,49.6,12.1,434.0,16.2,0.5,18.0,4.33,0
2023-10-08,49.6,16.6,557.0,16.3,2.0,27.1,5.4,0
2023-10-08,50.1,15.6,253.0,18.1,2.0,27.2,5.45,0
2023-10-08,49.6,15.6,420.0,16.0,2.8,30.4,3.94,0
2023-10-08,49.6,14.6,537.0,15.1,6.3,26.6,2.79,0
2023-10-09,50.6,13.1,602.0,13.4,13.1,26.2,3.84,0
2023-10-09,50.1,16.1,258.0,13.2,8.6,14.7,2.13,0
2023-10-09,49.6,18.1,291.0,10.6,6.2,18.4,2.22,0
2023-10-09,49.1,14.6,466.0,16.1,6.4,18.3,4.21,0
2023-10-10,48.6,13.6,382.0,20.6,0.6,8.3,11.08,0
2023-10-10,48.6,16.1,244.0,20.5,1.7,19.5,7.17,0
2023-10-10,50.6,18.1,185.0,14.6,1.6,11.6,3.61,0
2023-10-11,49.1,15.1,532.0,22.8,0.0,12.1,12.41,0
2023-10-11,49.1,15.6,513.0,23.2,0.0,12.3,12.52,0
2023-10-11,50.6,14.6,277.0,23.4,0.0,17.6,11.38,0
2023-10-11,50.1,13.6,373.0,23.0,0.0,21.4,12.15,0
2023-10-12,50.1,18.6,239.0,20.9,0.9,31.5,9.39,0
2023-10-12,49.1,17.6,256.0,22.5,1.7,16.0,11.34,0
2023-10-13,50.1,15.1,209.0,24.8,0.1,17.7,9.21,0
2023-10-13,50.6,17.1,275.0,20.8,0.3,23.2,7.98,0
2023-10-13,48.6,18.1,233.0,22.0,0.7,8.6,10.38,0
2023-10-14,50.6,18.6,248.0,20.0,3.5,30.6,5.72,0
2023-10-14,48.6,17.1,206.0,23.8,1.9,16.9,10.98,0
2023-10-15,49.1,17.1,369.0,13.3,0.2,17.4,11.93,0
2023-10-15,50.6,17.6,188.0,12.9,0.3,23.8,9.57,0
2023-10-15,49.1,16.1,379.0,12.4,0.1,20.6,11.57,0
2023-10-16,50.1,14.6,238.0,10.3,0.0,15.3,8.74,0
2023-10-18,48.6,15.6,471.0,11.4,0.0,20.2,9.17,0
2023-10-19,50.1,14.1,417.0,12.2,4.7,11.7,6.08,0
2023-10-20,48.6,17.6,287.0,23.0,0.0,34.6,8.1,0
2023-10-22,49.6,18.6,991.0,11.4,16.3,18.5,2.66,0
2023-10-22,50.6,16.6,790.0,11.3,16.3,20.7,2.91,0
2023-10-22,49.1,13.1,1093.0,10.3,0.5,17.6,10.04,0
2023-10-23,50.6,15.6,442.0,13.6,0.0,9.7,9.77,0
2023-10-23,50.1,12.1,585.0,14.2,0.0,11.4,9.15,0
2023-10-23,48.6,14.1,862.0,14.0,0.0,10.5,10.26,0
2023-10-23,49.1,12.6,571.0,15.8,0.0,6.9,9.46,0
2023-10-24,49.6,17.6,547.0,15.0,7.5,17.5,7.43,0
2023-10-24,49.6,12.6,503.0,10.6,5.5,15.1,3.28,0
2023-10-24,49.6,16.1,789.0,12.1,2.8,25.1,5.27,0
2023-10-24,49.1,18.1,609.0,14.9,5.0,17.5,8.11,0
2023-10-24,49.1,13.6,876.0,14.0,5.2,15.0,4.17,0
2023-10-25,49.1,14.1,459.0,15.5,0.1,15.7,9.31,0
2023-10-25,48.6,14.6,930.0,12.2,0.6,14.5,9.31,0
2023-10-25,48.6,15.1,580.0,14.8,0.3,17.6,8.92,0
2023-10-25,49.6,14.1,520.0,14.6,1.3,17.7,8.13,0
2023-10-25,48.6,18.6,979.0,10.8,19.7,14.2,5.95,0
2023-10-25,50.6,14.1,492.0,12.4,3.1,8.3,8.71,0
2023-10-25,50.1,16.6,650.0,11.6,1.3,17.3,5.03,0
2023-10-25,48.6,12.1,477.0,15.6,10.4,18.7,8.92,0
2023-10-26,48.6,12.6,481.0,13.9,7.0,22.5,5.68,0
2023-10-26,49.1,12.1,368.0,13.9,6.7,21.6,4.93,0
2023-10-26,50.6,12.1,357.0,11.9,1.2,23.8,5.71,0
2023-10-26,49.1,16.6,221.0,17.8,2.0,19.9,8.16,0
2023-10-26,50.6,13.6,340.0,13.4,5.1,18.6,5.22,0
2023-10-27,49.6,15.1,550.0,10.6,8.9,22.5,2.22,0
2023-10-27,48.6,13.1,316.0,12.9,13.6,17.7,3.57,0
2023-10-27,50.6,15.1,303.0,10.0,12.1,12.9,1.41,0
2023-10-27,48.6,16.6,214.0,13.1,20.5,23.3,2.26,0
2023-10-28,49.6,15.6,420.0,13.0,0.4,25.6,6.42,0
2023-10-28,50.1,15.6,253.0,14.1,0.7,20.2,4.36,0
2023-10-28,49.6,12.1,434.0,13.1,7.1,19.3,6.07,0
2023-10-28,49.6,14.6,537.0,12.1,0.0,26.8,6.39,0
2023-10-28,49.6,16.6,557.0,12.4,0.1,20.7,7.23,0
2023-10-28,50.6,12.6,533.0,11.1,6.2,23.5,5.77,0
2023-10-28,50.1,17.6,478.0,12.0,1.3,18.0,5.78,0
2023-10-29,49.1,14.6,466.0,18.3,0.0,16.1,8.28,0
2023-10-29,49.6,18.1,291.0,16.1,0.0,23.2,8.21,0
2023-10-29,50.6,13.1,602.0,13.6,0.8,22.9,4.72,0
2023-10-29,50.1,16.1,258.0,15.2,0.3,22.0,7.67,0
2023-10-30,48.6,13.6,382.0,19.1,0.1,23.4,8.0,0
2023-10-30,48.6,16.1,244.0,15.8,0.0,27.7,7.16,0
2023-10-30,50.6,18.1,185.0,18.2,0.0,24.6,7.84,0
2023-10-31,50.6,14.6,277.0,12.7,4.4,19.7,3.24,0
2023-10-31,49.1,15.1,532.0,15.8,3.0,26.4,3.45,0
2023-10-31,50.1,13.6,373.0,11.9,6.0,23.4,3.94,0
2023-10-31,49.1,15.6,513.0,13.1,3.8,23.1,2.74,0
2023-11-01,49.1,17.6,256.0,14.6,0.0,20.1,8.54,0
2023-11-01,50.1,18.6,239.0,13.9,0.0,20.5,7.63,0
2023-11-02,48.6,18.1,233.0,13.9,1.2,27.7,7.99,0
2023-11-02,50.1,15.1,209.0,14.4,1.3,22.8,6.88,0
2023-11-02,50.6,17.1,275.0,14.2,1.7,18.0,6.15,0
2023-11-03,50.6,18.6,248.0,13.4,16.7,26.3,0.75,0
2023-11-03,48.6,17.1,206.0,13.8,26.3,30.5,1.49,0
2023-11-04,49.1,17.1,369.0,9.7,0.0,22.2,7.51,0
2023-11-04,49.1,16.1,379.0,9.6,0.1,20.4,8.2,0
2023-11-04,50.6,17.6,188.0,11.7,0.9,23.6,7.61,0
2023-11-05,50.1,14.6,238.0,13.9,1.0,30.6,4.93,0
2023-11-07,48.6,15.6,471.0,13.1,0.4,11.2,7.2,0
2023-11-08,50.1,14.1,417.0,9.3,0.0,31.2,5.4,0
2023-11-09,48.6,17.6,287.0,11.6,0.8,28.6,5.82,0
2023-11-11,49.6,18.6,991.0,4.3,5.3,10.5,3.11,0
2023-11-11,49.1,13.1,1093.0,0.6,12.8,21.6,1.66,0
2023-11-11,50.6,16.6,790.0,6.1,1.9,12.0,5.78,0
2023-11-12,50.1,12.1,585.0,5.3,0.0,15.3,3.4,0
2023-11-12,49.1,12.6,571.0,4.9,0.2,15.3,4.28,0
2023-11-12,48.6,14.1,862.0,5.0,0.2,13.8,6.76,0
2023-11-12,50.6,15.6,442.0,4.4,0.4,16.8,2.82,0
2023-11-13,49.6,12.6,503.0,11.6,16.0,32.4,1.06,0
2023-11-13,49.1,13.6,876.0,9.5,16.8,35.5,1.29,0
2023-11-13,49.6,16.1,789.0,3.3,5.5,23.6,2.71,0
2023-11-13,49.6,17.6,547.0,4.4,3.0,16.9,4.38,0
2023-11-13,49.1,18.1,609.0,4.9,3.2,15.9,4.14,0
2023-11-14,48.6,12.1,477.0,13.4,5.9,30.6,3.83,0
2023-11-14,48.6,15.1,580.0,11.6,4.9,34.4,3.88,0
2023-11-14,50.6,14.1,492.0,10.9,2.5,20.5,4.25,0
2023-11-14,48.6,14.6,930.0,9.4,6.2,26.8,4.05,0
2023-11-14,49.1,14.1,459.0,12.9,1.0,28.6,4.85,0
2023-11-14,50.1,16.6,650.0,8.5,5.5,27.0,3.48,0
2023-11-14,48.6,18.6,979.0,7.8,4.8,17.5,4.71,0
2023-11-14,49.6,14.1,520.0,12.4,1.6,31.8,4.37,0
2023-11-15,49.1,16.6,221.0,11.7,4.9,24.1,3.91,0
2023-11-15,50.6,13.6,340.0,9.5,8.0,22.8,2.79,0
2023-11-15,49.1,12.1,368.0,10.4,3.4,29.4,5.34,0
2023-11-15,50.6,12.1,357.0,9.4,11.7,25.8,3.18,0
2023-11-15,48.6,12.6,481.0,10.6,3.4,30.7,5.29,0
2023-11-16,48.6,16.6,214.0,11.6,0.3,18.1,6.43,0
2023-11-16,49.6,15.1,550.0,8.6,2.0,19.3,5.49,0
2023-11-16,50.6,15.1,303.0,8.4,0.8,15.0,5.02,0
2023-11-16,48.6,13.1,316.0,10.1,3.3,14.5,5.14,0
2023-11-17,50.6,12.6,533.0,4.1,0.5,17.7,2.65,0
2023-11-17,49.6,14.6,537.0,4.6,2.6,22.7,5.01,0
2023-11-17,50.1,15.6,253.0,5.8,1.3,23.8,4.33,0
2023-11-17,50.1,17.6,478.0,5.2,6.8,27.1,3.11,0
2023-11-17,49.6,16.6,557.0,5.1,3.1,26.3,4.28,0
2023-11-17,49.6,12.1,434.0,5.4,1.5,14.8,5.36,0
2023-11-17,49.6,15.6,420.0,4.5,2.0,27.0,4.16,0
2023-11-18,50.1,16.1,258.0,5.2,1.8,19.4,3.49,0
